Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
261317_at		encodes a copper chaperone, can functional complements the yeast COX17 null mutant. May play a role in the delivery of copper to mitochondria. Expressed in roots and thus may also play a role in copper transport in the roots.	1	-19760001	AT1G53030	841736	12196180, 14730085, 16113211, 18650403	GO:0006825: copper ion transport, GO:0016531: copper chaperone activity, GO:0016531: copper chaperone activity	00190: Oxidative phosphorylation, 01100: Metabolic pathways
249055_at	CML43		5	17917226	AT5G44460	834473	12372144, 15181213, 15720654, 16023399, 16502469, 18650403, 16240180	GO:0005509: calcium ion binding, GO:0005886: plasma membrane, GO:0046686: response to cadmium ion	04626: Plant-pathogen interaction
264465_at	ASK18, SK18		1, 1	3355571	AT1G10230	837562	11387208, 12795696, 13677462, 12970487, 14585825, 17470057, 17497164, 18775970, 20458496, 20736450	GO:0004842: ubiquitin-protein transferase activity, GO:0005515: protein binding, GO:0005634: nucleus	04120: Ubiquitin mediated proteolysis, 04141: Protein processing in endoplasmic reticulum, 04710: Circadian rhythm
245064_at			2	16569469, 16569430	AT2G39725	818557	17028338, 18650403, 18775970	GO:0003824: catalytic activity, GO:0005739: mitochondrion, GO:0006626: protein targeting to mitochondrion	
252993_at			4	18023121	AT4G38540	830011	12169696, 12805589, 16776300, 18650403, 20736450, 21711359	GO:0004497: monooxygenase activity, GO:0005739: mitochondrion, GO:0009407: toxin catabolic process, GO:0010583: response to cyclopentenone, GO:0050832: defense response to fungus	
262314_at			1	26704130	AT1G70810	843418	16299181, 18650403, 18775970	GO:0003674: molecular_function, GO:0008150: biological_process	
245089_at	TKL2		2	18672682	AT2G45290	819137	12169696, 14576160, 14604444, 15052571, 15247402, 16242667, 16502469, 16514558, 16626458, 16916443, 18633119, 18775970, 20118269, 22115780	GO:0004802: transketolase activity, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009570: chloroplast stroma, GO:0046686: response to cadmium ion, GO:0046686: response to cadmium ion	00030: Pentose phosphate pathway, 00710: Carbon fixation in photosynthetic organisms, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
256178_s_at								GO:0005783: endoplasmic reticulum, GO:0005886: plasma membrane, GO:0006508: proteolysis, GO:0008237: metallopeptidase activity, GO:0009507: chloroplast, GO:0009611: response to wounding, GO:0010112: regulation of systemic acquired resistance, GO:0010178: IAA-amino acid conjugate hydrolase activity, GO:0010179: IAA-Ala conjugate hydrolase activity	
264638_at	FT, RSB8	FT, together with LFY, promotes flowering and is antagonistic with its homologous gene, TERMINAL FLOWER1 (TFL1). FT is expressed in leaves and is induced by long day treatment. Either the FT mRNA or protein is translocated to the shoot apex where it induces its own expression. Recent data suggests that FT protein acts as a long-range signal. FT is a target of CO and acts upstream of SOC1., FT, together with LFY, promotes flowering and is antagonistic with its homologous gene, TERMINAL FLOWER1 (TFL1). FT is expressed in leaves and is induced by long day treatment. Either the FT mRNA or protein is translocated to the shoot apex where it induces its own expression. Recent data suggests that FT protein acts as a long-range signal. FT is a target of CO and acts upstream of SOC1.	1, 1	24331428	AT1G65480	842859	21653885, 21653282, 21642442, 21653190, 21771123, 21737277, 21730358, 21847027, 21822060, 21815986, 21815977, 21890645, 21950734, 21947007, 21897023, 21917549, 21901277, 21889057, 21988498, 21985558, 22195028, 22190341, 21804566, 22247249, 22232549, 22363474, 22355592, 22347436, 22325870, 22319055, 22442143, 22431732, 22427344, 22408073, 22383540, 22536163, 22529749, 22525246, 22645580, 22639612, 22628657, 22615805, 22614833, 22555401, 22549837, 22702636, 22697796, 22694359, 22658650, 22796899, 22904146, 22902690, 22899051, 22889438, 23017898, 22995285, 22992955, 22992513, 22960247, 23109860, 23107371, 23029015, 23020222, 23144785, 23135282, 23271982, 23261264, 23220822, 23212611, 23204014, 23199686, 23333977, 23324168, 23308205, 23302690, 10852935, 10834834, 10652130, 10583961, 10583960, 10501030, 10444085, 9615462, 9401118, 8628249, 11323677, 11340178, 11553753, 12114624, 12154129, 12239570, 12451184, 12407188, 12403707, 12548286, 12615941, 12609029, 12700762, 11382816, 12826620, 12815435, 12837946, 12941870, 12940954, 14573523, 14526112, 14630968, 14628054, 14605222, 14682620, 14741378, 14973162, 15055534, 15155885, 15117265, 15229176, 15371304, 15361136, 15618421, 15695467, 15734903, 15778459, 14973171, 11851919, 11752381, 15951566, 15965119, 16006578, 16099980, 16099949, 16115071, 16170456, 16183837, 16155177, 16243907, 16272430, 16424903, 16554362, 16099979, 16623882, 16606827, 16600915, 16709190, 16844908, 16854975, 17005925, 17005922, 16980594, 16972870, 17035069, 17030536, 17142478, 17138697, 17189287, 17158798, 17259260, 17219103, 17322399, 17339225, 17380304, 16839183, 17468223, 17446353, 17446351, 17410378, 17521410, 17540692, 17540570, 17540569, 17662034, 17631525, 17709278, 17890372, 17965272, 17938878, 18047807, 18040656, 17993543, 18223202, 18203871, 18203732, 18298668, 18296627, 17542647, 18433437, 18388858, 18600346, 18606145, 18718758, 18691931, 18676661, 18938104, 18931352, 18852898, 18849573, 18836142, 19011118, 18988809, 18977685, 19077168, 19179350, 19193810, 19190987, 19304997, 19266176, 19264752, 19374717, 19473326, 19406114, 15894619, 16096967, 16258016, 16709197, 16675663, 17540715, 17916114, 19230666, 19250611, 19383102, 19544047, 19517252, 19504268, 19570813, 19564609, 19563438, 19656342, 19652183, 19649187, 19649184, 18587275, 19704811, 19703399, 19704768, 19704545, 19843842, 19836294, 19825638, 19939256, 19906461, 20005809, 19947980, 19946624, 19943973, 20091337, 20084169, 20061554, 20176939, 20202164, 20189942, 20419097, 20409005, 20406786, 20505356, 20487380, 20472817, 20551347, 20626659, 20864544, 20864385, 20833628, 20811751, 19582143, 20937733, 20930566, 20926618, 20406410, 21116647, 21115808, 21175890, 21168321, 21132560, 21127254, 21205031, 21255164, 21241311, 21282611, 21282527, 21282524, 21277284, 21343416, 21333657, 21296763, 21441432, 21431295, 21382978, 21453983, 21518870, 21518052, 21512732, 21464308, 21571725, 21554456, 21543726, 21531759, 21625501, 21623976, 21710206, 21709243, 21701597, 21685176, 21681526, 21666227	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0008429: phosphatidylethanolamine binding, GO:0009909: regulation of flower development, GO:0009909: regulation of flower development, GO:0009911: positive regulation of flower development, GO:0010119: regulation of stomatal movement, GO:0048573: photoperiodism, flowering, GO:0048573: photoperiodism, flowering	
250936_at			5	733979	AT5G03120	831807	15824099	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
265111_at			1	-23136369	AT1G62510	842548	12566592, 15047901, 15574398, 16244138, 16673935, 16927204, 16972165, 17351116, 18356294, 18441212, 18650403, 22487254	GO:0006869: lipid transport, GO:0008289: lipid binding	
256994_s_at								GO:0009507: chloroplast, GO:0016099: monoterpenoid biosynthetic process, GO:0016099: monoterpenoid biosynthetic process, GO:0034768: (E)-beta-ocimene synthase activity, GO:0050551: myrcene synthase activity	
265443_at	ATEXPB1, ATHEXP, EXPB1	member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	2, 2, 2	8941119	AT2G20750	816604	11641069, 11891242, 11351085, 12805619, 12913156, 15047898, 15144375, 16014362, 16565297, 16942607, 16891401, 17142483, 17497164, 18650403	GO:0005576: extracellular region, GO:0009664: plant-type cell wall organization, GO:0009826: unidimensional cell growth, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening, GO:0009828: plant-type cell wall loosening	
252563_at	ATEXLA1, ATEXPL1, ATHEXP, EXLA1, EXPL1	member of EXPANSIN-LIKE. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of EXPANSIN-LIKE. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of EXPANSIN-LIKE. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of EXPANSIN-LIKE. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of EXPANSIN-LIKE. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	3, 3, 3, 3, 3	16896166	AT3G45970	823740	11641069, 11891242, 12773641, 12795706, 12953064, 14595688, 14966217, 15688252, 15720654, 15763661, 15769804, 16214899, 16287169, 16632591, 16766693, 17411438, 17873091, 18212028, 18650403, 18796151, 18783601	GO:0005576: extracellular region, GO:0005618: cell wall, GO:0005794: Golgi apparatus, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening	
245024_at	ATPA	Encodes the ATPase alpha subunit, which is a subunit of ATP synthase and part of the CF1 portion which catalyzes the conversion of ADP to ATP using the proton motive force. This complex is located in the thylakoid membrane of the chloroplast.	C		ATCG00120		14593120, 14729914, 15273297, 15322131, 16183833, 16461379, 16507087, 16923014, 17028151, 17028149, 17103225, 17828791, 17959651, 18557832, 18650403, 18633119, 19697039, 20018591, 20118269, 22995300	GO:0005739: mitochondrion, GO:0006091: generation of precursor metabolites and energy, GO:0006176: dATP biosynthetic process from ADP, GO:0006354: DNA-templated transcription, elongation, GO:0008270: zinc ion binding, GO:0009409: response to cold, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009534: chloroplast thylakoid, GO:0009535: chloroplast thylakoid membrane, GO:0009544: chloroplast ATP synthase complex, GO:0009579: thylakoid, GO:0009832: plant-type cell wall biogenesis, GO:0010287: plastoglobule, GO:0010319: stromule, GO:0015979: photosynthesis, GO:0016020: membrane, GO:0016049: cell growth, GO:0019684: photosynthesis, light reaction, GO:0030243: cellulose metabolic process, GO:0031977: thylakoid lumen, GO:0042742: defense response to bacterium, GO:0046961: proton-transporting ATPase activity, rotational mechanism	
252858_at	TPPH		4	-18448980	AT4G39770	830135	12508064, 15181209, 17061125	GO:0004805: trehalose-phosphatase activity, GO:0005737: cytoplasm, GO:0005992: trehalose biosynthetic process	
262503_at			1	7610398	AT1G21670	838769	14576160, 14617064, 15593128, 15769804, 15824099, 15894741, 16299181, 16630346, 20736450	GO:0005576: extracellular region, GO:0005618: cell wall, GO:0009505: plant-type cell wall, GO:0019243: methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	
252464_at			3	-17359988, -17359991	AT3G47160	823869	11983057, 15644464, 16339806, 17617174, 18775970	GO:0005634: nucleus	
260592_at	ATCSLE1, CSLE1	encodes a protein similar to cellulose synthase, encodes a protein similar to cellulose synthase	1, 1	20876699	AT1G55850	842035	15295017, 15647349, 15824099, 16258017, 16489130, 16463051, 16618929, 17006591, 18252844, 18650403	GO:0000271: polysaccharide biosynthetic process, GO:0005783: endoplasmic reticulum, GO:0005794: Golgi apparatus, GO:0005886: plasma membrane, GO:0009832: plant-type cell wall biogenesis, GO:0016757: transferase activity, transferring glycosyl groups, GO:0016759: cellulose synthase activity, GO:0046482: para-aminobenzoic acid metabolic process	
253268_s_at								GO:0008194: UDP-glycosyltransferase activity, GO:0016758: transferase activity, transferring hexosyl groups, GO:0035251: UDP-glucosyltransferase activity, GO:0047893: flavonol 3-O-glucosyltransferase activity, GO:0051555: flavonol biosynthetic process, GO:0051707: response to other organism, GO:0051707: response to other organism, GO:0080043: quercetin 3-O-glucosyltransferase activity, GO:0080044: quercetin 7-O-glucosyltransferase activity	
264024_at			2	-9074660	AT2G21180	816653	12225588, 18650403	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0006661: phosphatidylinositol biosynthetic process, GO:0008150: biological_process	
253020_at			4	17861523	AT4G38020	829958	14576160, 18650403	GO:0003723: RNA binding, GO:0006396: RNA processing, GO:0008173: RNA methyltransferase activity, GO:0009507: chloroplast	
267364_at	ELF4	Encodes a novel nuclear 111 amino-acid phytochrome-regulated component of a negative feedback loop involving the circadian clock central oscillator components CCA1 and LHY. ELF4 is necessary for light-induced expression of both CCA1 and LHY, and conversely, CCA1 and LHY act negatively on light-induced ELF4 expression.  ELF4 promotes clock accuracy and is required for sustained rhythms in the absence of daily light/dark cycles.  It is involved in the phyB-mediated constant red light induced seedling de-etiolation process and may function to coregulate the expression of a subset of phyB-regulated genes.	2	-16734294	AT2G40080	818596	12214234, 15659097, 15734916, 14605220, 15908595, 16212608, 16908503, 16891401, 17132630, 17384164, 17468223, 18676661, 18799658, 19843842, 20351290, 20357892, 21255161, 21499259, 21753751, 22284718, 22328721, 22327739, 22307044	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005634: nucleus, GO:0009648: photoperiodism, GO:0009648: photoperiodism, GO:0009649: entrainment of circadian clock, GO:0009909: regulation of flower development, GO:0010017: red or far-red light signaling pathway, GO:0010114: response to red light, GO:0042753: positive regulation of circadian rhythm, GO:0042803: protein homodimerization activity, GO:0048573: photoperiodism, flowering, GO:0080167: response to karrikin	
263158_at	NF-YA5, NFYA5	Encodes a member of the CCAAT-binding transcription factor (CBF-B/NF-YA) family. Expression is upregulated in response to ABA and drought. This regulation appears to be mediated by MIR169A which is downregulated in  response to drought. NFYA5 is a target of MIR169A. Loss of function mutations are hypersensitive to drought., Encodes a member of the CCAAT-binding transcription factor (CBF-B/NF-YA) family. Expression is upregulated in response to ABA and drought. This regulation appears to be mediated by MIR169A which is downregulated in  response to drought. NFYA5 is a target of MIR169A. Loss of function mutations are hypersensitive to drought.	1, 1	-20217336	AT1G54160	841856	11118137, 15258262, 15342526, 16798886, 17316173, 17662035, 18682547, 19207209, 22933713	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009414: response to water deprivation, GO:0009738: abscisic acid-activated signaling pathway, GO:0009785: blue light signaling pathway, GO:0010262: somatic embryogenesis, GO:0016036: cellular response to phosphate starvation, GO:0016602: CCAAT-binding factor complex, GO:0019375: galactolipid biosynthetic process, GO:0045892: negative regulation of transcription, DNA-templated, GO:0045892: negative regulation of transcription, DNA-templated, GO:0048316: seed development	
253281_at	UGT73B1		4	-16348106	AT4G34138	829561	18194570, 12900416, 14714866, 15352060, 15342621, 15824099, 16307367, 16306146	GO:0008194: UDP-glycosyltransferase activity, GO:0009507: chloroplast, GO:0010294: abscisic acid glucosyltransferase activity, GO:0080043: quercetin 3-O-glucosyltransferase activity, GO:0080044: quercetin 7-O-glucosyltransferase activity	
247109_at	ATPSK5, PSK5	Probable phytosulfokines 5 precursor, coding for a unique plant peptide growth factor., Probable phytosulfokines 5 precursor, coding for a unique plant peptide growth factor.	5, 5	26351508	AT5G65870	836716	11706167, 15584951, 16055634, 16829587, 16766691, 14701937, 18650403, 18989364, 20403122	GO:0005576: extracellular region, GO:0006612: protein targeting to membrane, GO:0008283: cell proliferation, GO:0009887: animal organ morphogenesis, GO:0009963: positive regulation of flavonoid biosynthetic process, GO:0010363: regulation of plant-type hypersensitive response, GO:0015824: proline transport, GO:0030154: cell differentiation, GO:0031012: extracellular matrix	
257754_at	ATRAB7B, ATRABG3F, RAB71, RAB7B, RABG3F		3, 3, 3, 3, 3	6484068	AT3G18820	821415	12644670, 12972649, 15060130, 15295017, 16006581, 18055610, 18650403, 18775970, 23362252	GO:0005525: GTP binding, GO:0005634: nucleus, GO:0005794: Golgi apparatus, GO:0005886: plasma membrane, GO:0006457: protein folding, GO:0007030: Golgi organization, GO:0007033: vacuole organization, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0016192: vesicle-mediated transport, GO:0034976: response to endoplasmic reticulum stress, GO:0042542: response to hydrogen peroxide, GO:0048767: root hair elongation	04144: Endocytosis, 04145: Phagosome
247035_at	ALC	encodes a myc/bHLH transcription factor-like  protein.  Gene product is involved in fruit  dehiscence.  Mutant siliques fail to dehisce.	5	-26785106, -26785107, -26785106	AT5G67110	836846	11118137, 11747817, 12679534, 18650403, 18713402, 16096970, 19504267, 20889713, 21172630, 21801252, 22943452	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005634: nucleus, GO:0010047: fruit dehiscence	
256589_at	CYP81D11	Encodes a member of the cytochrome p450 family. Expression is upregulated in response to cis-jasmonate treatment. Overexpression induces synthesis of volatile compounds that affect chemical ecology and insect interactions.	3	-10788698	AT3G28740	822506	14551330, 15082927, 15546358, 15807784, 15824099, 15965024, 16173598, 17559508, 17616737, 18356298, 18334669, 18702669, 21422824, 21637781, 22318862, 22452854	GO:0002213: defense response to insect, GO:0009407: toxin catabolic process, GO:0010583: response to cyclopentenone, GO:0019825: oxygen binding	
260362_at	CRK3	Encodes a cysteine-rich receptor-like protein kinase.	1	-26588750	AT1G70530	843390	15824099, 16920880, 18210371, 18650403, 15604743, 20500828	GO:0005576: extracellular region, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0009627: systemic acquired resistance, GO:0016301: kinase activity, GO:0031347: regulation of defense response	
254833_s_at								GO:0005507: copper ion binding, GO:0005576: extracellular region, GO:0005634: nucleus, GO:0005768: endosome, GO:0005773: vacuole, GO:0005794: Golgi apparatus, GO:0005802: trans-Golgi network	
258109_at	HGL1		3	8501813, 8501810	AT3G23640	821944	14996213, 15347792, 16596410	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005634: nucleus, GO:0009507: chloroplast	
260656_at			1	6698058	AT1G19380	838521	15632092, 15720654, 17337630, 18552355, 18775970, 20736450	GO:0008150: biological_process, GO:0009611: response to wounding, GO:0009612: response to mechanical stimulus, GO:0010200: response to chitin	
260462_at	ATZIP4, ZIP4	A member of Zrt- and Irt-related protein (ZIP) family.  transcript is induced in response to zinc deficiency in the root and shoot. Expression is regulated by copper, but response to copper deficiency is detected only after three weeks of deficiency., A member of Zrt- and Irt-related protein (ZIP) family.  transcript is induced in response to zinc deficiency in the root and shoot. Expression is regulated by copper, but response to copper deficiency is detected only after three weeks of deficiency.	1, 1	-3665087	AT1G10970	837640	9618566, 11500563, 12383089, 13129917, 18631293, 19054361, 20181752, 20479230, 22374397	GO:0005375: copper ion transmembrane transporter activity, GO:0005385: zinc ion transmembrane transporter activity, GO:0005515: protein binding, GO:0006812: cation transport, GO:0008324: cation transmembrane transporter activity, GO:0009507: chloroplast, GO:0009507: chloroplast	
258923_at	SCPL7		3	3249526, 3249531	AT3G10450	820209	17217462, 17346263	GO:0004185: serine-type carboxypeptidase activity, GO:0005576: extracellular region, GO:0006508: proteolysis	
258983_at	PYD4	Encodes a protein that is predicted to have beta-alanine aminotransferase activity.	3	-2696559	AT3G08860	820034	12529529, 14701923, 15047901, 15194820, 15319476, 18650403, 19413687, 22589469, 23148892	GO:0007568: aging, GO:0008453: alanine-glyoxylate transaminase activity, GO:0009830: cell wall modification involved in abscission, GO:0043562: cellular response to nitrogen levels	00250: Alanine, aspartate and glutamate metabolism, 00260: Glycine, serine and threonine metabolism, 01100: Metabolic pathways
246417_at		molecular function has not been defined, was shown involved in oxidative stress tolerance.	5	-5581658	AT5G16990	831562	7592828, 14682612, 15047898, 15815986, 16299173	GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006979: response to oxidative stress, GO:0006979: response to oxidative stress	
250517_at	scpl35		5	2657151	AT5G08260	830722	13677466, 15908604, 17059406, 17293567, 18650403	GO:0004185: serine-type carboxypeptidase activity, GO:0005576: extracellular region, GO:0006508: proteolysis	
265200_s_at								GO:0008194: UDP-glycosyltransferase activity, GO:0009507: chloroplast, GO:0016131: brassinosteroid metabolic process, GO:0016757: transferase activity, transferring glycosyl groups, GO:0035251: UDP-glucosyltransferase activity, GO:0046527: glucosyltransferase activity, GO:0050403: trans-zeatin O-beta-D-glucosyltransferase activity, GO:0050502: cis-zeatin O-beta-D-glucosyltransferase activity, GO:0051555: flavonol biosynthetic process, GO:0051555: flavonol biosynthetic process, GO:0080043: quercetin 3-O-glucosyltransferase activity, GO:0080044: quercetin 7-O-glucosyltransferase activity, GO:0080046: quercetin 4'-O-glucosyltransferase activity	
247983_at	PFK7		5	22923922	AT5G56630	835764	15824099, 16720694, 17485088, 18055584, 18710526, 18775970	GO:0003872: 6-phosphofructokinase activity, GO:0003872: 6-phosphofructokinase activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005945: 6-phosphofructokinase complex, GO:0006096: glycolytic process, GO:0006096: glycolytic process	00010: Glycolysis / Gluconeogenesis, 00030: Pentose phosphate pathway, 00051: Fructose and mannose metabolism, 00052: Galactose metabolism, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
253343_at			4	16130824	AT4G33540	829493	14576160, 15272873, 15584951, 17400898, 18650403	GO:0003824: catalytic activity, GO:0008152: metabolic process, GO:0046685: response to arsenic-containing substance	
252859_at		encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 8 members in this subfamily including RAP2.4.	4	-18457957	AT4G39780	830136	9192694, 11118137, 16407444, 16553893, 16925600, 19843165	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated	
246464_at			5	-5579143, -5579054	AT5G16980	831561	7592828, 15824099, 18334669, 18596930	GO:0005737: cytoplasm, GO:0006979: response to oxidative stress, GO:0009407: toxin catabolic process, GO:0010583: response to cyclopentenone	
265208_at			2	15379694	AT2G36690	818241	12671089, 15772289, 16183833, 17061125, 17149585, 18070919, 18441224	GO:0005737: cytoplasm, GO:0009058: biosynthetic process, GO:0016706: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	
258815_at			3	1035500	AT3G04000	819555	14576160, 15047901, 15824099, 21169366	GO:0005515: protein binding, GO:0008106: alcohol dehydrogenase (NADP+) activity, GO:0008152: metabolic process, GO:0009407: toxin catabolic process, GO:0009507: chloroplast, GO:0010583: response to cyclopentenone, GO:0016491: oxidoreductase activity, GO:0046482: para-aminobenzoic acid metabolic process, GO:0055114: oxidation-reduction process	00061: Fatty acid biosynthesis, 01040: Biosynthesis of unsaturated fatty acids, 01100: Metabolic pathways
